"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"Gene"
0	0.874740504105739	0.917	0.735	0	"KIAA0101"
0	0.840702889432021	0.997	0.98	0	"TUBA1B"
1.38338453466745e-237	0.682920936517284	0.997	0.983	4.15015360400236e-234	"HMGN2"
1.19055354247669e-222	0.621906700177017	0.958	0.824	3.57166062743008e-219	"DEK"
3.12038686032008e-228	0.617616852091761	0.853	0.699	9.36116058096024e-225	"TYMS"
0	0.615913275183287	0.848	0.653	0	"GINS2"
6.23845914001818e-49	-0.593692556428448	0.773	0.859	1.87153774200545e-45	"DDIT3"
6.0395486282015e-71	-0.647685689975753	0.751	0.837	1.81186458846045e-67	"SYT1"
2.08600788860133e-59	-0.656536769994606	0.787	0.823	6.25802366580398e-56	"HMP19"
4.61921651623153e-65	-0.658008322067592	0.802	0.848	1.38576495486946e-61	"GNG3"
5.41726609343754e-48	-0.658948002086172	1	1	1.62517982803126e-44	"FTL"
3.66745569346447e-60	-0.691582969568998	0.853	0.929	1.10023670803934e-56	"TAGLN3"
0.00482947943518332	-0.703654668564765	0.886	0.906	1	"TTR"
7.78909791610839e-100	-0.716688185530963	0.949	0.973	2.33672937483252e-96	"UCHL1"
1.07122354649108e-70	-0.740470822723168	0.704	0.81	3.21367063947325e-67	"DCX"
5.81583364372768e-103	-0.819769073456105	0.881	0.937	1.7447500931183e-99	"PCSK1N"
1.3148262834362e-62	-0.821574820037509	0.936	0.957	3.94447885030861e-59	"MLLT11"
3.4323942172805e-83	-0.853572084181716	0.865	0.92	1.02971826518415e-79	"STMN4"
6.98032436094517e-103	-0.864941558643678	0.881	0.93	2.09409730828355e-99	"GAP43"
8.16003414179622e-71	-0.886529786034387	0.76	0.826	2.44801024253887e-67	"RTN1"
1.5864438546722e-79	-0.942598832366897	0.979	0.985	4.75933156401659e-76	"SOX4"
2.32458743712324e-114	-1.76424193168014	0.852	0.931	6.97376231136973e-111	"STMN2"
