"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"Gene"
0	2.12089401371336	0.993	0.726	0	"KIAA0101"
0	1.74318472523139	0.964	0.682	0	"HIST1H4C"
0	1.43117286561856	0.988	0.687	0	"TYMS"
0	1.41272690970023	1	0.979	0	"TUBA1B"
0	1.30722252972738	0.994	0.808	0	"HMGB2"
0	1.10793538623634	0.999	0.965	0	"H2AFZ"
0	1.09968761372735	0.953	0.709	0	"RRM2"
0	1.08678538388123	0.991	0.818	0	"DEK"
0	1.06370692270362	0.999	0.983	0	"HMGN2"
0	1.05935303471591	0.999	0.982	0	"HMGB1"
0	1.02253641029774	0.993	0.892	0	"DUT"
0	1.01220751133747	0.952	0.726	0	"NUSAP1"
0	0.979577059673159	0.96	0.646	0	"UBE2T"
0	0.921195791877027	0.955	0.732	0	"PCNA"
0	0.899643621858234	0.942	0.617	0	"CKS1B"
0	0.875550341542728	0.957	0.687	0	"RNASEH2A"
0	0.870581645807531	0.97	0.754	0	"MCM7"
0	0.863248858755102	0.946	0.67	0	"CDK1"
0	0.857218440203551	0.989	0.839	0	"SNRPB"
0	0.848323731382083	0.924	0.64	0	"CLSPN"
0	0.846571410857602	0.923	0.644	0	"GINS2"
0	0.828883987971976	0.895	0.559	0	"DHFR"
0	0.828547956647987	0.933	0.744	0	"BIRC5"
0	0.824522911518327	0.995	0.931	0	"RANBP1"
0	0.820729818250113	0.916	0.663	0	"ZWINT"
0	0.803124688272856	0.959	0.718	0	"CENPV"
0	0.780937029951362	0.931	0.655	0	"MAD2L1"
0	0.776924990690472	0.928	0.658	0	"GMNN"
0	0.764992952801694	0.99	0.851	0	"TMSB15A"
0	0.763735244910426	0.946	0.807	0	"CCDC34"
0	0.738320200721508	0.946	0.751	0	"PXMP2"
0	0.735390643023319	0.875	0.581	0	"CDT1"
0	0.729244697455355	0.879	0.493	0	"CENPH"
0	0.727950501735233	0.982	0.81	0	"CARHSP1"
0	0.724151340570678	0.962	0.82	0	"NASP"
0	0.723863086416131	0.928	0.684	0	"CENPM"
0	0.721134583999665	0.841	0.689	0	"TOP2A"
0	0.711762896383808	0.944	0.725	0	"RPA3"
0	0.707570885625304	0.931	0.677	0	"DNAJC9"
0	0.706658965977816	0.917	0.666	0	"SPC25"
0	0.704633513670434	0.99	0.903	0	"LSM4"
0	0.689474415782313	0.958	0.757	0	"ANP32B"
0	0.679662499892248	0.999	0.992	0	"TUBB"
0	0.673938265265039	0.931	0.673	0	"FBXO5"
0	0.672727427060616	0.971	0.853	0	"H2AFV"
0	0.671430917297892	0.862	0.495	0	"HELLS"
0	0.669193372788524	0.988	0.891	0	"SRSF2"
0	0.660701635483513	0.959	0.82	0	"PHGDH"
0	0.660422326155237	0.84	0.488	0	"CENPU"
0	0.659626853916629	0.915	0.661	0	"RRM1"
0	0.655093641740631	0.964	0.787	0	"CKS2"
0	0.65077839564915	0.911	0.704	0	"H2AFX"
0	0.650515661597819	0.962	0.801	0	"HSPB11"
0	0.649159365295761	0.95	0.786	0	"NUDT1"
0	0.635918025391345	0.868	0.619	0	"CENPK"
0	0.633112407725904	0.921	0.624	0	"FAM64A"
0	0.631130713235389	0.945	0.775	0	"WDR34"
0	0.6291688732798	0.856	0.597	0	"ORC6"
0	0.628421971992637	0.918	0.665	0	"DNMT1"
0	0.628336149424712	0.909	0.686	0	"SMC4"
0	0.620339334461635	0.947	0.735	0	"DTYMK"
0	0.61893541864655	0.897	0.672	0	"UBE2C"
0	0.610983481531988	0.926	0.636	0	"EZH2"
0	0.60431954600777	0.997	0.963	0	"NAP1L1"
0	0.600016962095169	0.929	0.715	0	"IDH2"
0	0.597732963129135	0.986	0.878	0	"PSIP1"
0	0.595186235634291	0.967	0.806	0	"SIVA1"
0	0.593441005273506	0.891	0.684	0	"CENPW"
0	0.589939261626573	0.908	0.683	0	"C19orf48"
0	0.587104933929839	0.912	0.619	0	"UHRF1"
6.71742148142841e-80	-0.635948312790109	0.889	0.839	2.01522644442852e-76	"CD24"
6.55603409298478e-128	-0.672889117469028	0.857	0.846	1.96681022789543e-124	"GNG3"
1.44303811295355e-135	-0.685580370984514	0.758	0.838	4.32911433886066e-132	"SYT1"
6.99217816652482e-66	-0.729685655603965	0.997	0.985	2.09765344995745e-62	"SOX4"
4.69216460082895e-131	-0.737394106472747	0.792	0.807	1.40764938024868e-127	"DCX"
2.49816945065103e-100	-0.740942310559789	0.975	0.974	7.4945083519531e-97	"CLU"
1.73297264688863e-88	-0.773997534988945	0.969	0.956	5.1989179406659e-85	"MLLT11"
5.88794787161824e-40	-0.814282979839683	0.924	0.905	1.76638436148547e-36	"TTR"
3.18348065554721e-222	-0.836362802974741	0.975	0.972	9.55044196664163e-219	"UCHL1"
5.5842666349808e-135	-0.887841087822905	0.861	0.821	1.67527999049424e-131	"RTN1"
2.37624525746082e-184	-0.888545465253073	0.999	1	7.12873577238246e-181	"FTL"
1.31558758006005e-246	-0.909420741593218	0.924	0.936	3.94676274018014e-243	"PCSK1N"
1.60737504678583e-240	-0.973892340737393	0.919	0.929	4.82212514035748e-237	"GAP43"
2.0150702652101e-218	-0.990153368002092	0.872	0.921	6.04521079563029e-215	"STMN4"
1.4497297155984e-214	-1.83377036733599	0.926	0.929	4.34918914679519e-211	"STMN2"
