"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"Gene"
0	2.17337160237585	0.983	0.88	0	"HES6"
0	1.14329975471363	0.872	0.763	0	"DLL3"
0	1.06251656496795	0.869	0.836	0	"ASCL1"
0	1.04648191076313	0.91	0.82	0	"MIAT"
0	0.942210719099872	0.819	0.715	0	"DLL1"
0	0.850401125251752	0.978	0.955	0	"BTG1"
0	0.842271534018773	0.766	0.754	0	"RGS16"
0	0.82581918134569	0.783	0.718	0	"GADD45G"
2.92100012004415e-127	0.787491763742806	0.79	0.82	8.76300036013246e-124	"CRABP1"
0	0.735556185182591	0.835	0.721	0	"TFDP2"
0	0.695228114102541	0.725	0.684	0	"CCND1"
1.53878127839771e-245	0.642573418339962	0.934	0.927	4.61634383519313e-242	"TAGLN3"
0	0.638290801111643	0.791	0.623	0	"PCBP4"
0	0.604309284092732	0.749	0.646	0	"CCND2"
1.95827171418114e-258	0.598243352219831	0.966	0.94	5.87481514254343e-255	"GNG5"
0	0.589068294560018	0.88	0.885	0	"TCF12"
1.28541102744368e-41	-0.587953973673174	0.984	0.994	3.85623308233104e-38	"PTN"
1.83440786474618e-88	-0.600855550474315	0.821	0.916	5.50322359423855e-85	"HES4"
1.26112591906521e-172	-0.631946832803604	1	1	3.78337775719563e-169	"FTH1"
3.70370544857143e-68	-0.633344341784748	0.93	0.976	1.11111163457143e-64	"CLU"
1.57391812456549e-105	-0.636554857682814	0.691	0.854	4.72175437369648e-102	"GNG3"
6.64590682483744e-70	-0.657315506142735	0.823	0.922	1.99377204745123e-66	"STMN4"
1.87604319282587e-91	-0.681459636803156	0.822	0.925	5.62812957847762e-88	"TTYH1"
5.95538999447445e-15	-0.685815197204076	0.84	0.909	1.78661699834234e-11	"TTR"
8.08890931981548e-137	-0.732773032203069	0.92	0.975	2.42667279594464e-133	"UCHL1"
5.90449861874335e-179	-0.73328103332784	0.864	0.96	1.77134958562301e-175	"TUBB2A"
1.10758121253131e-68	-0.774648932565978	0.74	0.827	3.32274363759392e-65	"RTN1"
1.32282138818955e-24	-0.880088045463844	0.878	0.931	3.96846416456866e-21	"STMN2"
4.6466016071912e-239	-0.988859783094507	0.794	0.934	1.39398048215736e-235	"GAP43"
