"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"Gene"
0	1.58798969372925	0.995	0.914	0	"STMN2"
0	1.42489658362427	0.938	0.797	0	"RTN1"
0	1.08667910963338	0.995	0.948	0	"MLLT11"
0	1.08591531061332	0.97	0.919	0	"GAP43"
0	1.06206493994674	0.971	0.813	0	"CD24"
0	1.04374211996285	0.931	0.778	0	"DCX"
0	1.0375613436194	0.971	0.906	0	"STMN4"
0	1.01461623826604	0.893	0.806	0	"HMP19"
0	1.00977526672638	0.975	0.927	0	"PCSK1N"
0	0.995214160787651	0.917	0.815	0	"SYT1"
0	0.98988443534515	0.828	0.699	0	"CELF4"
0	0.962233706919772	0.937	0.79	0	"INA"
0	0.956065166487463	0.991	0.984	0	"SOX4"
0	0.940540130379142	0.948	0.823	0	"GNG3"
0	0.934374111220908	0.887	0.733	0	"SEZ6L2"
0	0.932935022242827	0.971	0.924	0	"NREP"
0	0.921919255860706	0.918	0.785	0	"BLCAP"
0	0.914177481853367	0.978	0.857	0	"BASP1"
0	0.908572380168131	0.992	0.985	0	"STMN1"
0	0.89049692659305	0.921	0.907	0	"NNAT"
0	0.877574920597063	0.883	0.569	0	"RAB3A"
0	0.810306107152323	0.935	0.839	0	"GAD2"
0	0.809868221876494	0.936	0.81	0	"NEUROD1"
0	0.770362265474966	0.898	0.832	0	"NRXN1"
0	0.766878856384257	0.942	0.819	0	"TFAP2A"
0	0.757257860590295	0.91	0.865	0	"NSG1"
0	0.744610500177112	0.866	0.703	0	"MAPT"
0	0.741171197278943	0.775	0.661	0	"LHX5-AS1"
0	0.729632175731634	0.874	0.797	0	"RUNX1T1"
0	0.719437896378715	0.902	0.846	0	"DNER"
0	0.714658585216539	0.732	0.69	0	"NTM"
0	0.70220237140851	0.868	0.81	0	"PKIA"
0	0.698306936723874	0.871	0.654	0	"ELAVL4"
0	0.687364220462999	0.863	0.776	0	"TTC9B"
0	0.685012433801191	0.933	0.817	0	"TFAP2B"
0	0.673922420675537	0.983	0.97	0	"UCHL1"
0	0.653432708924004	0.989	0.986	0	"MAP1B"
0	0.641480017760353	0.828	0.822	0	"PCDH9"
0	0.638789104652015	0.977	0.961	0	"BEX1"
0	0.638761798671063	0.917	0.802	0	"ELAVL2"
0	0.627102671490305	0.852	0.794	0	"NCAM1"
0	0.620625323206366	1	0.998	0	"TUBA1A"
0	0.617138310090251	0.93	0.805	0	"NEUROD2"
0	0.612592024756391	0.79	0.627	0	"MEIS2"
0	0.612048232570774	0.879	0.724	0	"CITED2"
0	0.603751991695312	0.936	0.942	0	"GPM6A"
0	0.597397198873765	0.766	0.678	0	"LHX1"
0	-0.587797632109797	0.91	0.949	0	"EEF1D"
0	-0.589994874061704	0.865	0.855	0	"DDIT3"
0	-0.593030610079242	0.725	0.79	0	"CD99"
0	-0.595311231186902	0.856	0.851	0	"SAT1"
0	-0.596152456147173	0.85	0.917	0	"ATP6V0E1"
0	-0.605296660873256	0.999	1	0	"RPL41"
6.61900388759956e-314	-0.608380230921107	0.939	0.944	1.98570116627987e-310	"FABP7"
0	-0.608580081048967	0.833	0.87	0	"CXCR4"
0	-0.610517449296664	1	1	0	"FTH1"
0	-0.616206524586107	0.845	0.91	0	"IFI27L2"
5.60349726965146e-153	-0.618182963887785	0.88	0.886	1.68104918089544e-149	"HES6"
0	-0.619565222825339	0.892	0.907	0	"MT3"
0	-0.640708508563698	0.868	0.922	0	"NTRK2"
0	-0.64229832935736	0.898	0.952	0	"CD63"
0	-0.650424231391346	0.953	0.984	0	"GSTP1"
0	-0.656574393638157	0.766	0.84	0	"NES"
9.03478451344008e-302	-0.658787330693536	0.783	0.731	2.71043535403202e-298	"KIAA0101"
0	-0.663012003410812	0.801	0.923	0	"CST3"
0	-0.671584991747567	0.921	0.965	0	"MDK"
0	-0.689472452196539	0.856	0.835	0	"HES1"
0	-0.698546022208259	0.87	0.898	0	"NEAT1"
0	-0.706593577630492	0.887	0.897	0	"SPARCL1"
0	-0.707670529462066	0.802	0.833	0	"ZFP36L1"
0	-0.725261959652878	0.883	0.905	0	"EDNRB"
0	-0.729861145572012	0.845	0.913	0	"SOX2"
5.91864821317899e-11	-0.766850222807298	0.918	0.903	1.7755944639537e-07	"TTR"
0	-0.775825904301935	0.952	0.979	0	"GPM6B"
0	-0.795432438462093	0.892	0.917	0	"HES4"
0	-0.80271317295091	0.864	0.876	0	"SPARC"
0	-0.80501236410518	0.904	0.919	0	"IFITM3"
0	-0.814293295451775	0.785	0.826	0	"HMGB2"
0	-0.831209429541814	0.826	0.87	0	"CDKN1A"
0	-0.847548420447018	0.885	0.922	0	"MGST1"
0	-0.857745612960226	0.977	0.988	0	"C1orf61"
0	-0.895989371306969	0.896	0.919	0	"MT2A"
0	-0.910317491557012	0.867	0.918	0	"B2M"
0	-0.918861525848014	0.944	0.983	0	"RPS27L"
0	-0.920957238697485	0.999	1	0	"FTL"
0	-0.972983142315546	0.899	0.951	0	"GNG5"
0	-1.04701127826573	0.912	0.96	0	"HSPB1"
0	-1.13360203071579	0.872	0.932	0	"TTYH1"
0	-1.14302243274081	0.955	0.979	0	"CLU"
0	-1.3948006738182	0.988	0.995	0	"PTN"
0	-1.61570132123655	0.971	0.99	0	"VIM"
