"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"Gene"
4.86991430952284e-166	-0.600132957356473	0.86	0.881	1.46097429285685e-162	"BASP1"
2.37812178520973e-277	-0.606054986956251	0.919	0.808	7.1343653556292e-274	"INA"
1.11485168852224e-210	-0.609286087777432	0.98	0.983	3.34455506556673e-207	"HMGB1"
1.40910672524983e-138	-0.613971301475214	0.983	0.924	4.2273201757495e-135	"GAP43"
6.13395942961287e-195	-0.61997079277351	0.962	0.905	1.84018782888386e-191	"NNAT"
2.18741903601617e-186	-0.629180462312018	0.975	0.932	6.5622571080485e-183	"PCSK1N"
0	-0.64375916089144	0.964	0.938	0	"MT-ND5"
3.80929339542178e-56	-0.65289601038323	0.975	0.9	1.14278801862653e-52	"TTR"
1.01080111600495e-272	-0.680036071894174	0.988	0.993	3.03240334801484e-269	"TUBB"
2.80609235855368e-230	-0.687393484529237	0.966	0.923	8.41827707566102e-227	"TAGLN3"
2.32567508704276e-210	-0.714949221535985	0.971	0.914	6.97702526112828e-207	"STMN4"
7.28132960941336e-266	-0.72711978389565	0.906	0.815	2.18439888282401e-262	"HMP19"
1.44932198730765e-281	-0.728820690728069	0.95	0.931	4.34796596192296e-278	"NREP"
5.81046824885394e-224	-0.738391530258599	0.812	0.806	1.74314047465618e-220	"DCX"
0	-0.76557127037667	0.992	0.988	0	"MT-ND1"
2.96439387504748e-323	-0.801636263989379	0.847	0.86	8.89318162514244e-320	"TMSB15A"
0	-0.823734955055117	0.994	0.992	0	"MT-ATP6"
6.95488198247858e-191	-0.858562040134654	0.729	0.852	2.08646459474357e-187	"CD24"
0	-0.866227085893202	0.996	0.998	0	"MT-ND2"
0	-0.866630753399329	0.994	0.993	0	"MT-ND3"
0	-0.881126261136842	0.997	0.997	0	"MT-ND4"
0	-0.8892304974611	0.998	0.997	0	"MT-CO2"
1.79839053884816e-269	-0.894720624701304	0.904	0.817	5.39517161654449e-266	"RTN1"
0	-0.902138722814349	0.994	0.991	0	"MT-CYB"
0	-0.912175180833164	0.998	0.997	0	"MT-CO1"
1.59522633157755e-289	-0.928237871079238	0.973	0.955	4.78567899473266e-286	"MLLT11"
2.23229528182211e-102	-0.929562977933861	0.754	0.824	6.69688584546633e-99	"CRABP1"
1.98200055271968e-254	-0.937354864893908	0.994	0.985	5.94600165815904e-251	"SOX4"
0	-0.957270946766	0.992	0.991	0	"MT-CO3"
0	-0.963566599846218	0.994	0.986	0	"STMN1"
0	-1.7508096603834	0.976	0.925	0	"STMN2"
