id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
LHX6	LHX6	2.0342E+00	0	Transcription factor	BrainSpLMD|26468;BrainSpMouseDev|16645	OMIM|608215
PLS3	PLS3	1.8007E+00	0	Structural protein	BrainSpLMD|5358	OMIM|300131;HPO|5358|Osteopenia, Osteoporosis, Vertebral compression fractures, X-linked dominant inheritance
RP11.588P7.1	RP11.588P7.1	1.7312E+00	0			
ARX	ARX	1.6837E+00	0	Transcription factor	BrainSpLMD|170302;Eurexp|euxassay_018148|floor plate, floorplate, mantle layer, mesenchyme, ovary, pancreas, paramesonephric duct, skeletal muscle, tarsus, ventricle, ventricular layer;BrainSpMouseDev|11665	SFARI||Autism, No category;OMIM|300382;HPO|170302|Abnormal hair pattern, Abnormality of skin morphology, Abnormality of the hip bone, Agenesis of corpus callosum, Ambiguous genitalia, Broad alveolar ridges, Choreoathetosis, Coarse facial features, Cryptorchidism, Death in infancy, Decreased testicular size, Delayed speech and language development, Developmental regression, Diarrhea, Duane anomaly, Dysarthria, Dysphagia, Dyspnea, Dystonia, EEG abnormality, Epileptic encephalopathy, Feeding difficulties in infancy, Flexion contracture, Focal dystonia, Generalized hirsutism, Generalized hypotonia, Generalized myoclonic seizures, Gliosis, Global developmental delay, Hemiplegia, High forehead, High palate, Hirsutism, Hyperconvex nail, Hyperreflexia, Hypohidrosis, Hypoplasia of penis, Hypospadias, Hypsarrhythmia, Infantile spasms, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Large eyes, Limb dystonia, Limb joint contracture, Lissencephaly, Long philtrum, Long upper lip, Low anterior hairline, Low-set ears, Lower limb spasticity, Malabsorption, Microcephaly, Micrognathia, Micropenis, Muscle stiffness, Muscular hypotonia, Muscular hypotonia of the trunk, Myoclonus, Neonatal hypotonia, Nystagmus, Optic atrophy, Overlapping toe, Pachygyria, Profound global developmental delay, Prominent nasal bridge, Prominent supraorbital ridges, Protruding ear, Renal dysplasia, Rigidity, Scoliosis, Seizures, Severe global developmental delay, Short stature, Spastic tetraplegia, Spasticity, Specific learning disability, Status epilepticus, Strabismus, Synophrys, Tapered finger, Tetraplegia, Thin upper lip vermilion, Triangular face, Ventriculomegaly, Visual impairment, Wide anterior fontanel, Wide nasal bridge, X-linked inheritance, X-linked recessive inheritance
GAD1	GAD1	1.6657E+00	0	Enzyme: Decarboxylase	BrainSpLMD|2571;Eurexp|euxassay_005634|cerebral cortex, corpus striatum, hindbrain, incisor, mantle layer, marginal layer, molar, olfactory lobe, oral region, spinal cord, telencephalon;BrainSpMouseDev|14191	SFARI||Autism, 5 - Hypothesized but untested;OMIM|605363;HPO|2571|Autosomal recessive inheritance, Babinski sign, Cerebral palsy, Flexion contracture, Global developmental delay, Heterogeneous, Hyperreflexia, Infantile onset, Intellectual disability, Microcephaly, Scoliosis, Seizures, Spastic diplegia, Spastic tetraplegia
TMEM123	TMEM123	1.6425E+00	0	Cell surface receptor	BrainSpLMD|114908	OMIM|606356
ZNF536	ZNF536	1.6420E+00	0	DNA binding protein	BrainSpLMD|9745;Eurexp|euxassay_015751|adrenal gland, bladder, brain, cochlea, dorsal root ganglion, forelimb, glossopharyngeal IX, hindgut, hindlimb, limb, loop, lung, mandible, medullary stroma, midgut, molar, oesophagus, olfactory, penis, pituitary, rectum, retina, spinal cord, stomach, thyroid, trigeminal V, turbinate bones, vagus X, vestibulocochlear VIII, vibrissa	
DLX6	DLX6	1.6417E+00	0	Transcription factor	BrainSpLMD|1750;BrainSpMouseDev|13175	SFARI||Autism, 4 - Minimal evidence;OMIM|600030;HPO|1750|Finger syndactyly, Oligodactyly
SOX6	SOX6	1.5855E+00	0	Transcription factor	BrainSpLMD|55553;BrainSpMouseDev|20441	OMIM|607257
NRXN3	NRXN3	1.4675E+00	0	Adhesion molecule	BrainSpLMD|9369;Eurexp|euxassay_009777|bladder, collecting ducts, inner ear, mantle layer, marginal layer, neural retina, vibrissa	SFARI||Autism, 3 - Suggestive evidence;OMIM|600567
DLX6.AS1	DLX6.AS1	1.4591E+00	0			
RBP1	RBP1	1.3219E+00	0	Transport/cargo protein	BrainSpLMD|5947;Eurexp|euxassay_003315|brain, corpus striatum, forelimb, hindbrain, hindlimb, mantle layer, midgut, olfactory lobe, telencephalon, turbinate bones	OMIM|180260
DLX1	DLX1	1.1898E+00	0	Transcription factor	BrainSpLMD|1745;Eurexp|euxassay_008426|cochlea, epithelium, footplate, handplate, incisor, inner ear, mantle layer, midgut, naso-lacrimal duct, neural retina, oesophagus, paraxial mesenchyme, retina, skeletal muscle, skeleton, stomach, utricle, vibrissa;BrainSpMouseDev|13169	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600029
DLX5	DLX5	1.1720E+00	0	Transcription regulatory protein	BrainSpLMD|1749;BrainSpMouseDev|13174	OMIM|600028;HPO|1749|Autosomal recessive inheritance, Finger syndactyly, Oligodactyly, Sensorineural hearing impairment, Split foot, Split hand
ZSWIM5	ZSWIM5	1.1599E+00	0	Unclassified		SFARI||Autism, 6 - Evidence does not support role
DLX2	DLX2	1.0432E+00	0	Transcription factor	BrainSpLMD|1746;BrainSpMouseDev|13171	SFARI||Autism, 4 - Minimal evidence;OMIM|126255
DCX	DCX	9.4339E-01	0	Cytoskeletal associated protein	BrainSpLMD|1641;Eurexp|euxassay_018537|brain, capsule, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, midgut, neural retina, olfactory, rest of mesenchyme, skeletal muscle, spinal cord, stomach, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|12973	SFARI||Autism, No category;OMIM|300121;HPO|1641|Agenesis of corpus callosum, Ataxia, Death in infancy, Dysarthria, Feeding difficulties, Hypertonia, Incomplete penetrance, Infantile onset, Intellectual disability, Intellectual disability, severe, Lissencephaly, Micropenis, Motor delay, Muscular hypotonia, Muscular hypotonia of the trunk, Nystagmus, Pachygyria, Postnatal growth retardation, Seizures, X-linked inheritance
ERBB4	ERBB4	8.4839E-01	0	Receptor tyrosine kinase	BrainSpLMD|2066;Eurexp|euxassay_008088|mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|13647	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600543;COSMIC||melanoma, gastric, NSCLC, Amyotrophic lateral sclerosis 19;HPO|2066|Adult onset, Amyotrophic lateral sclerosis, Anxiety, Autosomal dominant inheritance, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Loss of ability to walk, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Respiratory insufficiency due to muscle weakness, Skeletal muscle atrophy, Spasticity, Xerostomia
SOX4	SOX4	6.6024E-01	0	Transcription factor	BrainSpLMD|6659;Eurexp|euxassay_019583|cervical, cervico-thoracic, dorsal grey horn, dorsal root ganglion, incisor, lung, mantle layer, mesenchyme, metanephros, molar, neural retina, oesophagus, phalanx, submandibular gland primordium, testis, trachea, valve, vibrissa;BrainSpMouseDev|20439	OMIM|184430
SOX11	SOX11	5.3919E-01	0	Transcription factor	BrainSpLMD|6664;BrainSpMouseDev|20428	OMIM|600898;HPO|6664|Abnormal facial shape, Abnormality of cardiovascular system morphology, Abnormality of the columella, Abnormality of the dentition, Abnormality of the nares, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the distal phalanx of the 5th finger, Aplasia/Hypoplasia of the patella, Autosomal dominant inheritance, Clinodactyly, Coarse facial features, Cryptorchidism, Dandy-Walker malformation, Depressed nasal bridge, Depressed nasal ridge, Elbow dislocation, Everted lower lip vermilion, Feeding difficulties in infancy, Full cheeks, Generalized hirsutism, Global developmental delay, Hearing impairment, Highly arched eyebrow, Hypertrichosis, Hypoplastic fifth fingernail, Hypoplastic fifth toenail, Intellectual disability, Intellectual disability, mild, Intrauterine growth retardation, Joint hyperflexibility, Long eyelashes, Long nose, Low-set ears, Microcephaly, Midface retrusion, Muscular hypotonia, Nystagmus, Open mouth, Posteriorly rotated ears, Recurrent respiratory infections, Scoliosis, Seizures, Short chin, Short distal phalanx of finger, Short nose, Short palpebral fissure, Short philtrum, Short stature, Slow-growing hair, Strabismus, Thick eyebrow, Thick lower lip vermilion, Thick vermilion border, Underdeveloped nasal alae, Underdeveloped supraorbital ridges, Wide mouth, Wide nasal bridge
MALAT1	MALAT1	2.7983E-01	0		BrainSpLMD|378938	OMIM|607924;COSMIC||renal cell carcinoma (childhood epithelioid), lung
SP9	SP9	2.2690E+00	1.11E-16		BrainSpLMD|100131390;BrainSpMouseDev|120188	
PDZRN4	PDZRN4	1.4565E+00	2.22E-16	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
FAM65B	FAM65B	1.1567E+00	1.11E-15			
GRIA4	GRIA4	1.8410E+00	1.67E-15	Extracellular ligand gated channel	BrainSpLMD|2893;Eurexp|euxassay_006297|bladder, brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, ductus deferens, facial VII, incisor, loop, medulla, metanephros, molar, neural retina, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|14578	OMIM|138246
PFN2	PFN2	1.2722E+00	4.44E-15	Structural protein	BrainSpLMD|5217;Eurexp|euxassay_002518|brain, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa	OMIM|176590
SOX2.OT	SOX2.OT	6.4498E-01	2.52E-14			
ST8SIA5	ST8SIA5	1.1598E+00	3.54E-14	Enzyme: Sialyltransferase	BrainSpLMD|29906	OMIM|607162
RUNX1T1	RUNX1T1	7.9864E-01	4.31E-14	Transcription regulatory protein	BrainSpLMD|862;Eurexp|euxassay_016597|dorsal grey horn, mantle layer;BrainSpMouseDev|12180	OMIM|133435;COSMIC||AML
ADAMTS5	ADAMTS5	1.3421E+00	5.21E-14	Metallo protease	BrainSpLMD|11096	OMIM|605007
TMEM2	TMEM2	1.0602E+00	1.70E-13	Integral membrane protein	BrainSpLMD|23670	OMIM|605835
