id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
SLN	SLN	3.8241E+00	0	Integral membrane protein	BrainSpLMD|6588;Eurexp|euxassay_005363|atrium, mesenchyme, skeletal muscle, tail, tongue, vertebral axis muscle system	OMIM|602203
PMCHL2	PMCHL2	3.3871E+00	0	Peptide hormone	BrainSpLMD|5370	OMIM|176794
CPNE8	CPNE8	3.3738E+00	0	Unclassified	BrainSpLMD|144402	
CBLN2	CBLN2	2.9989E+00	0	Integral membrane protein	BrainSpLMD|147381;Eurexp|euxassay_009791|cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, mantle layer, mesenchyme, midgut, organ system, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|12190	OMIM|600433
STK32B	STK32B	2.7884E+00	0	Serine/threonine kinase	BrainSpLMD|55351;Eurexp|euxassay_011693|exoccipital bone, fibula, footplate, hip, marginal layer, nasal septum, orbito-sphenoid, otic capsule, petrous part, rib, thyroid, tibia, trachea, turbinate, vault of skull, ventral grey horn	
RP11.136K7.2	RP11.136K7.2	2.6982E+00	0			
KCNQ5.IT1	KCNQ5.IT1	2.6399E+00	0			
RSPO3	RSPO3	2.5890E+00	0	Ligand;Extracellular matrix protein	BrainSpLMD|84870;Eurexp|euxassay_011723|mantle layer, mesenchyme, orbito-sphenoid, pectoral girdle and thoracic body wall, penis;BrainSpMouseDev|48621	OMIM|610574;COSMIC||colorectal
KCNV1	KCNV1	2.5782E+00	0	Voltage gated channel	BrainSpLMD|27012	OMIM|608164
HSPA12A	HSPA12A	2.4426E+00	0	Heat shock protein	BrainSpLMD|259217	OMIM|610701
CALN1	CALN1	2.3973E+00	0	Calcium binding protein	BrainSpLMD|83698	OMIM|607176
VSTM2L	VSTM2L	2.3649E+00	0	Unclassified	BrainSpLMD|128434;Eurexp|euxassay_007444|embryo	OMIM|616537
