id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
E2F2	E2F2	2.8066E+00	0	Transcription factor	BrainSpLMD|1870;BrainSpMouseDev|88998	OMIM|600426
BRCA1	BRCA1	2.6763E+00	0	Transcription regulatory protein	BrainSpLMD|672;Eurexp|euxassay_019531|incisor, liver, lung, marginal layer, metanephros, molar, olfactory, pancreas, submandibular gland primordium, testis, thymus primordium, thyroid, ventricular layer, vibrissa, vomeronasal organ;BrainSpMouseDev|11975	OMIM|113705;COSMIC||ovarian, breast, ovarian;HPO|672|Abdominal distention, Abdominal pain, Abnormality of the fallopian tube, Autosomal dominant inheritance, Breast carcinoma, Constipation, Heterogeneous, Nausea and vomiting, Neoplasm, Ovarian neoplasm, Peritonitis, Primary peritoneal carcinoma
MCM10	MCM10	2.6175E+00	0	DNA binding protein	BrainSpLMD|55388	OMIM|609357
CASC5	CASC5	2.5842E+00	0			
KIF15	KIF15	2.4106E+00	0	Cell cycle control protein	BrainSpLMD|56992	OMIM|617569
NCAPG2	NCAPG2	2.3329E+00	0	Unclassified	BrainSpLMD|54892;Eurexp|euxassay_002384|axial muscle, epithelium, lobe, olfactory, ventricular layer	OMIM|608532
SPAG5	SPAG5	2.3153E+00	0	Cytoskeletal associated protein	BrainSpLMD|10615	OMIM|615562
TYMS	TYMS	2.3034E+00	0	Enzyme: Ligase	BrainSpLMD|7298;Eurexp|euxassay_008886|cardiovascular system, cavities and their linings, gland, integumental system, limb, marginal layer, mesenchyme, sensory organ, tail, ventricular layer, vertebral axis muscle system, visceral organ	OMIM|188350
FBXO5	FBXO5	2.2927E+00	0	Cell cycle control protein	BrainSpLMD|26271;Eurexp|euxassay_012335|marginal layer, ventricular layer	OMIM|606013
SPC25	SPC25	2.2922E+00	0	Cell cycle control protein	BrainSpLMD|57405;Eurexp|euxassay_000451|mantle layer, medulla oblongata, ventral grey horn, ventricular layer	OMIM|609395
RRM2	RRM2	2.2894E+00	0	Cell cycle control protein	BrainSpLMD|6241;Eurexp|euxassay_004733|footplate, handplate, hindbrain, leg, liver, lung, mantle layer, mesenchyme, metanephros, olfactory, retina, spinal cord, tail, ventricular layer, vibrissa	OMIM|180390
CKAP2L	CKAP2L	2.2802E+00	0	Unclassified	BrainSpLMD|150468;Eurexp|euxassay_002011|thymus primordium, ventricular layer	OMIM|616174;HPO|150468|2-4 toe syndactyly, Aphasia, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Broad forehead, Cerebellar atrophy, Clinodactyly of the 5th finger, Cryptorchidism, Decreased body weight, Delayed skeletal maturation, Dysphasia, Dystonia, Echolalia, Finger syndactyly, Frontal bossing, Frontal hirsutism, Global developmental delay, Intellectual disability, Intrauterine growth retardation, Low hanging columella, Microcephaly, Microdontia, Mutism, Optic atrophy, Postnatal growth retardation, Prominent forehead, Prominent nasal bridge, Proptosis, Seizures, Severe short stature, Short philtrum, Single transverse palmar crease, Specific learning disability, Thin vermilion border, Underdeveloped nasal alae, Ventricular septal defect, Visual impairment, Wide nasal bridge, Wide nose
PBK	PBK	2.2420E+00	0	Serine/threonine kinase	BrainSpLMD|55872;Eurexp|euxassay_018747|adrenal gland, cervical, cervico-thoracic, incisor, liver, mandible, marginal layer, maxilla, metanephros, molar, naris, neural retina, olfactory, pancreas, sublingual gland primordium, thoracic, thymus primordium, thyroid, ventral grey horn, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ	OMIM|611210
KIAA1524	KIAA1524	2.2221E+00	0			
ESCO2	ESCO2	2.2097E+00	0	Unclassified		OMIM|609353;HPO|157570|Abnormality of cardiovascular system morphology, Abnormality of the metacarpal bones, Absent earlobe, Absent radius, Accessory spleen, Ankle contracture, Aortic valve stenosis, Aplasia of the ulna, Aplasia/Hypoplasia of the thumb, Atrial septal defect, Autosomal recessive inheritance, Bicornuate uterus, Biliary tract abnormality, Blue sclerae, Bowing of the long bones, Brachycephaly, Brachydactyly, Cafe-au-lait spot, Cataract, Cleft eyelid, Cleft palate, Cleft upper lip, Clinodactyly, Clinodactyly of the 5th finger, Clitoral hypertrophy, Complete duplication of thumb phalanx, Cranial nerve paralysis, Craniosynostosis, Cryptorchidism, Cystic hygroma, Downslanted palpebral fissures, Elbow flexion contracture, Enlarged labia minora, External ear malformation, Fair hair, Frontal encephalocele, Global developmental delay, Hand oligodactyly, High palate, Hip contracture, Horseshoe kidney, Hydrocephalus, Hypertelorism, Hypoplasia of the radius, Hypospadias, Intellectual disability, Intrauterine growth retardation, Knee flexion contracture, Long penis, Low-set ears, Malar flattening, Mesomelic arm shortening, Microcephaly, Micrognathia, Microphthalmia, Midface capillary hemangioma, Narrow naris, Opacification of the corneal stroma, Patent ductus arteriosus, Phocomelia, Polycystic kidney dysplasia, Polyhydramnios, Posteriorly rotated ears, Postnatal growth retardation, Premature birth, Premature separation of centromeric heterochromatin, Proptosis, Proximal placement of thumb, Radial deviation of finger, Radioulnar synostosis, Seizures, Severe intrauterine growth retardation, Shallow orbits, Short neck, Short stature, Short thumb, Sparse hair, Syndactyly, Talipes equinovalgus, Tetraphocomelia, Underdeveloped nasal alae, Underdeveloped supraorbital ridges, Ventricular septal defect, Wide nasal bridge, Wormian bones, Wrist flexion contracture
NCAPG	NCAPG	2.2028E+00	0	DNA binding protein	BrainSpLMD|64151;Eurexp|euxassay_013748|epithelium, incisor, left lung, liver, metanephros, molar, olfactory, right lung, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa, vomeronasal organ	OMIM|606280
ATAD2	ATAD2	2.1882E+00	0	ATPase	BrainSpLMD|29028;Eurexp|euxassay_012771|ventricular layer	OMIM|611941
MKI67	MKI67	2.1743E+00	0	Cell cycle control protein	BrainSpLMD|4288	OMIM|176741
GTSE1	GTSE1	2.1738E+00	0	Unclassified	BrainSpLMD|51512	OMIM|607477
HIST1H4C	HIST1H4C	2.1733E+00	0	DNA binding protein	BrainSpLMD|8364	OMIM|602827
POLQ	POLQ	2.1691E+00	0	DNA polymerase	BrainSpLMD|10721	OMIM|604419;COSMIC||oral SCC, breast cancer
ARHGAP11A	ARHGAP11A	2.1387E+00	0	GTPase activating protein	BrainSpLMD|9824;Eurexp|euxassay_018145|excretory component, hindgut, incisor, mantle layer, marginal layer, meninges, midgut, molar, neural retina, olfactory, stomach, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa	OMIM|610589
NUF2	NUF2	2.1318E+00	0	Cytoskeletal associated protein;Cell cycle control protein	BrainSpLMD|83540	OMIM|611772
CLSPN	CLSPN	2.1315E+00	0	Cell cycle control protein	BrainSpLMD|63967;Eurexp|euxassay_004199|ventricular layer	OMIM|605434
