id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
HCRTR2	HCRTR2	4.5744E+00	0	G protein coupled receptor	BrainSpLMD|3062;BrainSpMouseDev|122371	OMIM|602393
CYP26A1	CYP26A1	4.0775E+00	0	Enzyme: Hydroxylase	BrainSpLMD|1592	OMIM|602239
COL19A1	COL19A1	3.8788E+00	0	Extracellular matrix protein	BrainSpLMD|1310;Eurexp|euxassay_009024|basioccipital bone, basisphenoid bone, clavicle, exoccipital bone, fibula, frontal bone primordium, mandible, maxilla, metatarsus, nasal septum, orbito-sphenoid, otic capsule, parietal bone, petrous part, phalanx, rib, tarsus, tibia, turbinate, vault of skull	OMIM|120165
SORCS1	SORCS1	3.8612E+00	0	Cell surface receptor	BrainSpLMD|114815;Eurexp|euxassay_005027|dorsal root ganglion, frenulum, mantle layer, marginal layer, mesenchyme, neural retina, penis, trigeminal V, urethra, ventricular layer, wall	OMIM|606283
COL25A1	COL25A1	3.5421E+00	0	Extracellular matrix protein	BrainSpLMD|84570	OMIM|610004;HPO|84570|Abnormal vertebral segmentation and fusion, Anteverted nares, Autosomal recessive inheritance, Blepharophimosis, Congenital onset, Deeply set eye, Low posterior hairline, Oculomotor nerve palsy, Ptosis, Sensorineural hearing impairment, Short palpebral fissure, Strabismus
HS3ST4	HS3ST4	3.4806E+00	0	Enzyme: Sulphotransferase	BrainSpLMD|9951;Eurexp|euxassay_013327|mantle layer	OMIM|604059
CARD10	CARD10	3.3943E+00	0	Adapter molecule	BrainSpLMD|29775;Eurexp|euxassay_011116|embryo, incisor, metanephros, molar, oesophagus, renal/urinary system	OMIM|607209
MLIP	MLIP	3.3405E+00	0	Unclassified	BrainSpLMD|90523	OMIM|614106
CLSTN2	CLSTN2	3.2519E+00	0	Calcium binding protein	BrainSpLMD|64084;BrainSpMouseDev|40718	SFARI||Autism, 5 - Hypothesized but untested;OMIM|611323
NPR3	NPR3	3.2284E+00	0	Cell surface receptor	BrainSpLMD|4883;Eurexp|euxassay_010728|atrium, calyces, choroid invagination, choroid plexus, cochlea, cornea, endocardial tissue, endolymphatic duct, left lung, mantle layer, mesenchyme, pancreas, right lung, roof plate, utricle	OMIM|108962
CBLN4	CBLN4	3.2073E+00	0	Unclassified	BrainSpLMD|140689;Eurexp|euxassay_011849|mantle layer;BrainSpMouseDev|86816	OMIM|615029
C8orf34	C8orf34	3.1981E+00	0	Unclassified	BrainSpLMD|116328	
SLC26A4	SLC26A4	3.1745E+00	0	Transport/cargo protein	BrainSpLMD|5172;Eurexp|euxassay_018970|brain, spinal cord, trigeminal V	OMIM|605646;HPO|5172|Abdominal distention, Abnormality of metabolism/homeostasis, Autosomal recessive inheritance, Coarse facial features, Cochlear malformation, Compensated hypothyroidism, Congenital sensorineural hearing impairment, Constipation, Enlarged vestibular aqueduct, Fatigue, Feeding difficulties, Global developmental delay, Goiter, Hypersomnia, Hypoplasia of the cochlea, Hypothyroidism, Intellectual disability, Intellectual disability, severe, Jaundice, Large fontanelles, Macroglossia, Muscle weakness, Muscular hypotonia, Sensorineural hearing impairment, Short stature, Thyroid agenesis, Thyroid carcinoma, Thyroid hypoplasia, Vestibular dysfunction
RP11.29G8.3	RP11.29G8.3	3.1403E+00	0			
GABRG3	GABRG3	3.0512E+00	0	Integral membrane protein	BrainSpLMD|2567;BrainSpMouseDev|14183	OMIM|600233
KLHL1	KLHL1	3.0473E+00	0	Cytoskeletal associated protein	BrainSpLMD|57626;Eurexp|euxassay_011007|extrinsic ocular muscle, mantle layer, ventral grey horn	OMIM|605332
ST18	ST18	3.0300E+00	0	Transcription regulatory protein	BrainSpLMD|9705;BrainSpMouseDev|88752	OMIM|617155
SUSD4	SUSD4	3.0209E+00	0	Complement protein		OMIM|615827
PAPPA	PAPPA	2.9825E+00	0	Metallo protease	BrainSpLMD|5069	OMIM|176385
CRYM	CRYM	2.9714E+00	0	Enzyme: Deaminase	BrainSpLMD|1428;Eurexp|euxassay_004117|associated mesenchyme, cochlea, genital tubercle, incisor, mantle layer, marginal layer, medullary stroma, mesenchyme, molar, nasal cavity, perioptic mesenchyme, utricle, ventricular layer;BrainSpMouseDev|12754	OMIM|123740;HPO|1428|Autosomal dominant inheritance, Sensorineural hearing impairment
VSNL1	VSNL1	2.9192E+00	0	Calcium binding protein	BrainSpLMD|7447	OMIM|600817
RP11.264C15.2	RP11.264C15.2	2.9152E+00	0			
MACROD2	MACROD2	2.9142E+00	0	Unclassified	BrainSpLMD|140733	SFARI||Autism, 3 - Suggestive evidence;OMIM|611567
NHLH2	NHLH2	2.8887E+00	0	Transcription factor	BrainSpLMD|4808;Eurexp|euxassay_019487|dorsal root ganglion, mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|17839	OMIM|162361
LMO3	LMO3	2.8489E+00	0	Transcription regulatory protein	BrainSpLMD|55885;Eurexp|euxassay_016491|intermediate grey horn, mantle layer, ventral grey horn;BrainSpMouseDev|73751	OMIM|180386
LRP1B	LRP1B	2.8439E+00	0	Cell surface receptor	BrainSpLMD|53353;Eurexp|euxassay_013815|floor plate, floorplate, roof plate	OMIM|608766;COSMIC||CLL, ovarian cancer, oesophageal squamous cell carcinoma, urothelial cancer
EGFEM1P	EGFEM1P	2.8360E+00	0			
ASTN2	ASTN2	2.8272E+00	0	Integral membrane protein	BrainSpLMD|23245;Eurexp|euxassay_012805|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, mesenchyme, olfactory, pharyngo-tympanic tube, trachea, trigeminal V, trunk mesenchyme, vestibulocochlear VIII, vibrissa, vomeronasal organ;BrainSpMouseDev|35364	SFARI||Autism, 3 - Suggestive evidence;OMIM|612856
TMEM178A	TMEM178A	2.8270E+00	0	Unclassified	BrainSpLMD|130733;Eurexp|euxassay_007980|mantle layer, marginal layer, ventral grey horn	
CDH18	CDH18	2.8236E+00	0	Adhesion molecule	BrainSpLMD|1016;BrainSpMouseDev|107800	OMIM|603019
SATB1.AS1	SATB1.AS1	2.8031E+00	0			
DPP10	DPP10	2.7764E+00	0	Aminopeptidase;Protease	BrainSpLMD|57628	SFARI||Autism, 3 - Suggestive evidence;OMIM|608209
CNTNAP3	CNTNAP3	2.7738E+00	0	Adhesion molecule	Eurexp|euxassay_013224|mantle layer	SFARI||Autism, No category;OMIM|610517
RP11.26M5.3	RP11.26M5.3	2.7517E+00	0			
SLIT3	SLIT3	2.7441E+00	0	Ligand	BrainSpLMD|6586;BrainSpMouseDev|20326	SFARI||Autism, No category;OMIM|603745
GAS7	GAS7	2.7425E+00	0	Unclassified	BrainSpLMD|8522;Eurexp|euxassay_001801|mantle layer, marginal layer	OMIM|603127;COSMIC||AML*
NR4A2	NR4A2	2.7409E+00	0	Nuclear receptor	BrainSpLMD|4929;BrainSpMouseDev|17994	OMIM|601828;HPO|4929|Bradykinesia, Constipation, Dementia, Depressivity, Dysarthria, Dysphagia, Dystonia, Insidious onset, Lewy bodies, Mask-like facies, Neuronal loss in central nervous system, Parkinsonism, Personality changes, Postural instability, Progressive, Resting tremor, Rigidity, Short stepped shuffling gait, Sleep disturbance, Sporadic, Substantia nigra gliosis, Urinary urgency, Weak voice
CACNG3	CACNG3	2.7163E+00	0	Voltage gated channel	BrainSpLMD|10368	OMIM|606403
LINGO2	LINGO2	2.7152E+00	0	Extracellular matrix protein	BrainSpLMD|158038;Eurexp|euxassay_007955|olfactory	OMIM|609793
GPR37	GPR37	2.7088E+00	0	G protein coupled receptor	BrainSpLMD|2861;Eurexp|euxassay_005522|facial VII, floor plate, floorplate, neural retina, skeletal muscle, testis, trigeminal V, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|14539	SFARI||Autism, 4 - Minimal evidence;OMIM|602583
C1orf95	C1orf95	2.7064E+00	0			
GRIK2	GRIK2	2.6623E+00	0	Extracellular ligand gated channel	BrainSpLMD|2898;Eurexp|euxassay_008383|cerebellum, cortex, diencephalon, footplate, hindgut, medulla oblongata, midbrain, midgut, pituitary, pons, spinal cord, stomach, telencephalon, tongue, trigeminal V;BrainSpMouseDev|14582	SFARI||Autism, 3 - Suggestive evidence;OMIM|138244;HPO|2898|Autosomal recessive inheritance, Global developmental delay, Infantile onset, Intellectual disability
GRM5	GRM5	2.6507E+00	0	G protein coupled receptor	BrainSpLMD|2915;Eurexp|euxassay_016595|mantle layer;BrainSpMouseDev|72233	SFARI||Autism, No category;OMIM|604102
MACROD2.AS1	MACROD2.AS1	2.6363E+00	0			
OLFM3	OLFM3	2.6194E+00	0	Secreted polypeptide;Unclassified	BrainSpLMD|118427	OMIM|607567
HSPA12A	HSPA12A	2.6108E+00	0	Heat shock protein	BrainSpLMD|259217	OMIM|610701
GABRA5	GABRA5	2.5852E+00	0	Extracellular ligand gated channel	BrainSpLMD|2558;BrainSpMouseDev|75040	SFARI||Autism, 5 - Hypothesized but untested;OMIM|137142
CDH6	CDH6	2.5280E+00	0	Adhesion molecule	BrainSpLMD|1004;BrainSpMouseDev|12348	OMIM|603007
KHDRBS3	KHDRBS3	2.4953E+00	0	RNA binding protein	BrainSpLMD|10656	SFARI||Autism, 5 - Hypothesized but untested;OMIM|610421
SLC26A4.AS1	SLC26A4.AS1	2.4656E+00	0			
PCSK2	PCSK2	2.4572E+00	0	Unclassified	BrainSpLMD|5126;BrainSpMouseDev|18315	OMIM|162151
IGSF21	IGSF21	2.4121E+00	0	Unclassified	BrainSpLMD|84966;Eurexp|euxassay_006157|cervical, cervico-thoracic, corpus striatum, dorsal root ganglion, glossopharyngeal IX, mantle layer, marginal layer, olfactory, retina, thoracic, trigeminal V	
GRIN2B	GRIN2B	2.3720E+00	0	Extracellular ligand gated channel	BrainSpLMD|2904;BrainSpMouseDev|14588	SFARI||Autism, 1 - High confidence;OMIM|138252;HPO|2904|Abnormality of skin morphology, Absent speech, Autosomal dominant inheritance, Behavioral abnormality, Developmental regression, EEG abnormality, Epileptic encephalopathy, Generalized hypotonia, Global developmental delay, Hypsarrhythmia, Infantile spasms, Intellectual disability, Myoclonus, Seizures, Variable expressivity
SLC5A8	SLC5A8	2.3661E+00	0	Membrane transport protein	BrainSpLMD|160728;Eurexp|euxassay_019726|olfactory, rectum	OMIM|608044
PCSK5	PCSK5	2.3501E+00	0	Serine protease	BrainSpLMD|5125	OMIM|600488
PRICKLE2	PRICKLE2	2.3458E+00	0	Unclassified	BrainSpLMD|166336	SFARI||Autism, 3 - Suggestive evidence;OMIM|608501
RP11.424M22.3	RP11.424M22.3	2.3378E+00	0			
PDZD2	PDZD2	2.3349E+00	0	Unclassified	BrainSpLMD|23037;BrainSpMouseDev|43913	OMIM|610697
LMO7	LMO7	2.3175E+00	0	Transcription regulatory protein	BrainSpLMD|4008	OMIM|604362
KCNMA1	KCNMA1	2.3101E+00	0	Ion channel	BrainSpLMD|3778	SFARI||Autism, 4 - Minimal evidence;OMIM|600150;HPO|3778|Absence seizures, Autosomal dominant inheritance, EEG with spike-wave complexes (>3.5 Hz), Generalized tonic-clonic seizures, Paroxysmal dyskinesia
KCNG1	KCNG1	2.2887E+00	0	Voltage gated channel	BrainSpLMD|3755	OMIM|603788
SYN3	SYN3	2.2534E+00	0	Transport/cargo protein	BrainSpLMD|8224	SFARI||Autism, 5 - Hypothesized but untested;OMIM|602705
GPRIN3	GPRIN3	2.2524E+00	0	Unclassified	BrainSpLMD|285513	OMIM|611241
ARHGAP20	ARHGAP20	2.2290E+00	0	GTPase activating protein	BrainSpLMD|57569;Eurexp|euxassay_010398|mesenchyme	OMIM|609568
MTUS2	MTUS2	2.2252E+00	0	Cytoskeletal protein;Unclassified	BrainSpLMD|23281;Eurexp|euxassay_014799|adenohypophysis, alar columns, alar plate, basal plate, cardiac muscle, cerebral cortex, diencephalon, dorsal root ganglion, epithalamus, forebrain, glossopharyngeal IX, heart, hindbrain, hypogastric plexus, hypothalamus, interventricular septum, lamina terminalis, lateral wall, left ventricle, lung, mantle layer, marginal layer, metencephalon, midbrain, muscular part, neural retina, nucleus pulposus, olfactory lobe, pituitary, pons, retina, right ventricle, roof plate, spinal cord, telencephalon, thalamus, trigeminal V, vagal X nerve trunk, vagus X, ventricle, vestibulocochlear VIII	
LRRTM4	LRRTM4	2.2114E+00	0	Integral membrane protein	BrainSpLMD|80059;Eurexp|euxassay_013925|mantle layer, marginal layer, tegmentum	OMIM|610870
RP11.158J3.2	RP11.158J3.2	2.1862E+00	0			
RP11.642D21.1	RP11.642D21.1	2.1769E+00	0			
ELMOD1	ELMOD1	2.1744E+00	0	Unclassified	BrainSpLMD|55531;Eurexp|euxassay_015979|mantle layer, ventral grey horn, vibrissa	OMIM|615456
GARNL3	GARNL3	2.1538E+00	0	GTPase activating protein	BrainSpLMD|84253;Eurexp|euxassay_009037|dorsal root ganglion, glossopharyngeal IX, mantle layer, marginal layer, trigeminal V, vagus X, ventral grey horn	
MYO5B	MYO5B	2.1531E+00	0	Structural protein	BrainSpLMD|4645;Eurexp|euxassay_010054|choroid plexus, cortex, mantle layer, midgut, skeletal muscle, vestibulocochlear VIII	OMIM|606540;HPO|4645|Autosomal recessive inheritance, Death in infancy, Dehydration, Growth delay, Malnutrition, Protracted diarrhea, Villous atrophy
FOSL2	FOSL2	2.1248E+00	0	Transcription factor	BrainSpLMD|2355;Eurexp|euxassay_018136|adrenal gland, axial skeleton, calyces, clavicle, ductus deferens, fundus, hindgut, intervertebral disc, mandible, mantle layer, marginal layer, maxilla, midgut, pelvis, testis, urethra, vertebral cartilage condensation, vibrissa;BrainSpMouseDev|14061	OMIM|601575
SH3GL2	SH3GL2	2.1185E+00	0	Unclassified	BrainSpLMD|6456	OMIM|604465
KIAA0319	KIAA0319	2.1154E+00	0	Integral membrane protein	BrainSpLMD|9856;Eurexp|euxassay_011052|dorsal root ganglion, olfactory	OMIM|609269
CSMD3	CSMD3	2.1151E+00	0	Integral membrane protein	BrainSpLMD|114788;Eurexp|euxassay_013996|mantle layer, tegmentum, ventricle	OMIM|608399;COSMIC||ovarian cancer, oral SCC, lung cancer
CPNE5	CPNE5	2.1149E+00	0	Transport/cargo protein	BrainSpLMD|57699	OMIM|604209
RNU6.768P	RNU6.768P	2.1143E+00	0			
GPR12	GPR12	2.1134E+00	0	G protein coupled receptor	BrainSpLMD|2835;Eurexp|euxassay_005675|cerebral cortex	OMIM|600752
GNG8	GNG8	2.1097E+00	0	G protein	BrainSpLMD|94235	
NRCAM	NRCAM	2.0829E+00	0	Adhesion molecule	BrainSpLMD|4897;BrainSpMouseDev|106439	SFARI||Autism, 4 - Minimal evidence;OMIM|601581
CNTN1	CNTN1	2.0748E+00	0	Adhesion molecule	BrainSpLMD|1272;Eurexp|euxassay_006852|4th ventricle, calyces, choroid plexus, dorsal root ganglion, facial VII, glossopharyngeal IX, mandible, mantle layer, marginal layer, maxilla, neural retina, olfactory, pelvis, pituitary, trigeminal V, ureter, vagus X, ventricular layer, vestibulocochlear VIII;BrainSpMouseDev|12588	OMIM|600016;HPO|1272|Akinesia, Arachnodactyly, Areflexia, Autosomal recessive inheritance, Camptodactyly, Death in infancy, Fetal akinesia sequence, High, narrow palate, Hypertelorism, Joint contracture of the hand, Neonatal hypotonia, Oval face, Overlapping fingers, Polyhydramnios, Poor suck, Respiratory insufficiency due to muscle weakness, Scaphocephaly, Small for gestational age
PDE1A	PDE1A	2.0552E+00	0	Enzyme: Phosphodiesterase	BrainSpLMD|5136;BrainSpMouseDev|18339	OMIM|171890
ZFPM2	ZFPM2	2.0542E+00	0	Transcription regulatory protein	BrainSpLMD|23414;Eurexp|euxassay_009941|mantle layer;BrainSpMouseDev|22519	OMIM|603693;HPO|23414|Abnormal nasal morphology, Abnormal sex determination, Abnormality of the labia, Abnormality of the scrotum, Ambiguous genitalia, Autosomal dominant inheritance, Azoospermia, Brachydactyly, Broad forehead, Clinodactyly of the 5th finger, Clitoral hypertrophy, Congenital diaphragmatic hernia, Cryptorchidism, Decreased fertility in females, Decreased serum estradiol, Decreased testicular size, Decreased testosterone in males, Delayed puberty, Dolichocephaly, Elevated circulating follicle stimulating hormone level, Elevated circulating luteinizing hormone level, Female external genitalia in individual with 46,XY karyotype, Fused labia minora, Gonadal dysgenesis, Gynecomastia, Hypergonadotropic hypogonadism, Hypoplasia of the vagina, Hypospadias, Intrauterine growth retardation, Male infertility, Micropenis, Osteoporosis, Preauricular pit, Primary amenorrhea, Proptosis, Sex reversal, Sparse axillary hair, Sparse pubic hair, Streak ovary, Tetralogy of Fallot, Thin vermilion border, Underdeveloped supraorbital ridges, Urogenital sinus anomaly, Vanishing testis
SLC35F2	SLC35F2	2.0541E+00	0	Membrane transport protein	BrainSpLMD|54733;Eurexp|euxassay_003909|genital tubercle, incisor, lateral wall, lung, mantle layer, metanephros, midgut, molar, naris, olfactory lobe, palatal shelf, pancreas, rectum, respiratory, submandibular gland primordium, thymus primordium, turbinate bones	
GUCY1A3	GUCY1A3	2.0454E+00	0			
RGS6	RGS6	2.0413E+00	0	GTPase activating protein	BrainSpLMD|9628	OMIM|603894
CSGALNACT1	CSGALNACT1	2.0233E+00	0	Enzyme: Transferase	BrainSpLMD|55790	OMIM|616615
GUCY1A2	GUCY1A2	2.0047E+00	0	Guanylate cyclase	BrainSpLMD|2977	SFARI||Autism, 4 - Minimal evidence;OMIM|601244
YPEL2	YPEL2	1.9803E+00	0	Unclassified	BrainSpLMD|388403	OMIM|609723
