id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
NDST4	NDST4	2.7009E+00	0	Enzyme: Sulphotransferase	BrainSpLMD|64579;Eurexp|euxassay_009423|mantle layer;BrainSpMouseDev|41177	OMIM|615039
CNTNAP2	CNTNAP2	2.1801E+00	0	Adhesion molecule	BrainSpLMD|26047;Eurexp|euxassay_011473|facial VII, forebrain, glossopharyngeal IX, hindbrain, midbrain, neural retina, spinal cord, trigeminal V	SFARI||Autism, 2 - Strong candidate;OMIM|604569;COSMIC||glioma, melanoma;HPO|26047|Cortical dysplasia, Delayed gross motor development, Hyperactivity, Impaired social interactions, Intellectual disability, Progressive language deterioration, Reduced tendon reflexes, Seizures
SLC24A2	SLC24A2	2.0959E+00	0	Membrane transport protein	BrainSpLMD|25769	SFARI||Autism, No category;OMIM|609838
NEUROD1	NEUROD1	1.9651E+00	0	Transcription factor	BrainSpLMD|4760;Eurexp|euxassay_019467|dorsal grey horn, dorsal root ganglion, glossopharyngeal IX, mantle layer, marginal layer, neural retina, olfactory, pancreas, pineal primordium, pituitary, trigeminal V, vagus X, ventral grey horn, ventricular layer, vestibulocochlear VIII, vomeronasal organ;BrainSpMouseDev|17779	OMIM|601724;HPO|4760|Autosomal dominant inheritance, Maturity-onset diabetes of the young
PRDM8	PRDM8	1.7236E+00	0	Unclassified	BrainSpLMD|56978;Eurexp|euxassay_003278|diencephalon, dorsal root ganglion, hindbrain, midbrain, spinal cord, telencephalon, trigeminal V	OMIM|616639;HPO|56978|Autosomal recessive inheritance, Dementia, Dysarthria, Generalized myoclonic seizures, Hallucinations, Hyperreflexia, Lafora bodies, Mutism, Myoclonus, Paranoia, Progressive, Progressive cerebellar ataxia, Psychosis, Spastic ataxia, Spastic tetraplegia, Urinary incontinence, Variable expressivity
NEUROD6	NEUROD6	1.6357E+00	0	Transcription factor	BrainSpLMD|63974;Eurexp|euxassay_017889|inner ear, mantle layer, olfactory, olfactory lobe;BrainSpMouseDev|11708	OMIM|611513
SOX5	SOX5	1.5804E+00	0	Transcription factor	BrainSpLMD|6660;BrainSpMouseDev|20440	SFARI||Autism, No category;OMIM|604975;HPO|6660|2-3 toe syndactyly, Abnormality of brain morphology, Anxiety, Autosomal dominant inheritance, Bulbous nose, Clinodactyly, Delayed speech and language development, Dental crowding, Depressed nasal bridge, Downslanted palpebral fissures, Epicanthus, Exaggerated median tongue furrow, Exotropia, Facial asymmetry, Frontal bossing, Generalized hypotonia, Global developmental delay, Hyperplasia of the maxilla, Intellectual disability, Low-set ears, Lumbar hyperlordosis, Motor delay, Muscular hypotonia, Myopia, Narrow palate, Open mouth, Optic atrophy, Pectus carinatum, Phenotypic variability, Posteriorly rotated ears, Scoliosis, Strabismus, Thoracic kyphoscoliosis, Vertebral fusion, Wide nasal bridge
PDE1A	PDE1A	1.5431E+00	0	Enzyme: Phosphodiesterase	BrainSpLMD|5136;BrainSpMouseDev|18339	OMIM|171890
SHISA2	SHISA2	1.5209E+00	0	Integral membrane protein	BrainSpLMD|387914	OMIM|617324
RASGEF1B	RASGEF1B	1.5011E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|153020;Eurexp|euxassay_003547|basal plate, mantle layer, marginal layer, ventricular layer, vestibulocochlear VIII, vibrissa	OMIM|614532
THSD7A	THSD7A	1.4869E+00	0	Unclassified	Eurexp|euxassay_013737|calyces, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, mesenchyme, midgut, neural retina, olfactory, stomach, thyroid, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|612249
PRKX	PRKX	1.4783E+00	0	Serine/threonine kinase	BrainSpLMD|5613	OMIM|300083
DCC	DCC	1.4451E+00	0	Cell surface receptor	BrainSpLMD|1630;Eurexp|euxassay_009578|mantle layer, marginal layer, neural retina, ventricular layer;BrainSpMouseDev|12956	OMIM|120470;COSMIC||CRC, melanoma, SCC;HPO|1630|Autosomal dominant inheritance, Bimanual synkinesia, Hereditary nonpolyposis colorectal carcinoma, Incomplete penetrance, Neoplasm of the stomach, Renal cell carcinoma, Squamous cell carcinoma, Transitional cell carcinoma of the bladder, Uterine leiomyosarcoma
EPHA7	EPHA7	1.4278E+00	0	Receptor tyrosine kinase	BrainSpLMD|2045;Eurexp|euxassay_008884|eyelid, incisor, lip, lung, mantle layer, mesenchyme, metanephros, metatarsus, molar, palatal shelf, penis, phalanx, saccule, tongue, trigeminal V, urethra, valve;BrainSpMouseDev|13619	OMIM|602190;COSMIC||CRC, melanoma
HECW1	HECW1	1.3750E+00	0	Ubiquitin proteasome system protein	BrainSpLMD|23072;Eurexp|euxassay_009392|brain, cerebral cortex, facial VII, glossopharyngeal IX, mantle layer, spinal cord, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|610384
SEZ6	SEZ6	1.3589E+00	0	Integral membrane protein	BrainSpLMD|124925	OMIM|616666
ABRACL	ABRACL	1.2800E+00	0	Unclassified	BrainSpLMD|58527	
