id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
ACKR3	ACKR3	3.1573E+00	0	G protein coupled receptor	BrainSpLMD|57007;Eurexp|euxassay_005213|atrium, calyces, capsule, cortex, mantle layer, marginal layer, medulla, meninges, mesenchyme, oesophagus, stomach, ventricle, ventricular layer	OMIM|610376;COSMIC||lipoma
NXPH1	NXPH1	2.8168E+00	0	Secreted polypeptide	BrainSpLMD|30010;Eurexp|euxassay_007637|dorsal grey horn, mantle layer, ventral grey horn	SFARI||Autism, 4 - Minimal evidence;OMIM|604639
FAM135B	FAM135B	2.8026E+00	0	Unclassified	BrainSpLMD|51059;Eurexp|euxassay_010225|ventral grey horn	SFARI||Autism, No category;COSMIC||SCLC
PTPRT	PTPRT	2.7544E+00	0	Receptor tyrosine phosphatase	BrainSpLMD|11122	SFARI||Autism, No category;OMIM|608712;COSMIC||HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma
MAF	MAF	2.7358E+00	0	Transcription factor	BrainSpLMD|4094;Eurexp|euxassay_015869|choroid plexus, dorsal grey horn, facial VII, incisor, lens, mandible, mantle layer, maxilla, metanephros, molar, nasal septum, rib, trigeminal V, ventricular layer;BrainSpMouseDev|16902	OMIM|177075;COSMIC||MM;HPO|4094|Autosomal dominant inheritance, Brachycephaly, Broad eyebrow, Broad philtrum, Cataract, Cerulean cataract, Congenital cataract, Cortical pulverulent cataract, Depressed nasal bridge, Flat face, High forehead, Hypertelorism, Intellectual disability, Iris coloboma, Long philtrum, Low-set ears, Malar flattening, Microcornea, Midface retrusion, Myopia, Narrow mouth, Ptosis, Radioulnar synostosis, Seizures, Sensorineural hearing impairment, Short nose, Short stature, Smooth philtrum, Thin upper lip vermilion, Wide nasal bridge
SST	SST	2.6330E+00	0	Peptide hormone	BrainSpLMD|6750;BrainSpMouseDev|20366	OMIM|182450
AKAP5	AKAP5	2.5961E+00	0	Anchor protein	BrainSpLMD|9495	OMIM|604688
GRIP2	GRIP2	2.3038E+00	0	Unclassified	Eurexp|euxassay_010840|mantle layer, tongue	
RPH3A	RPH3A	2.1290E+00	0	Membrane transport protein	BrainSpLMD|22895	OMIM|612159
ERBB4	ERBB4	2.1085E+00	0	Receptor tyrosine kinase	BrainSpLMD|2066;Eurexp|euxassay_008088|mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|13647	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600543;COSMIC||melanoma, gastric, NSCLC, Amyotrophic lateral sclerosis 19;HPO|2066|Adult onset, Amyotrophic lateral sclerosis, Anxiety, Autosomal dominant inheritance, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Loss of ability to walk, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Respiratory insufficiency due to muscle weakness, Skeletal muscle atrophy, Spasticity, Xerostomia
BMP3	BMP3	2.0143E+00	0	Ligand	BrainSpLMD|651;Eurexp|euxassay_008763|axial muscle, axial skeleton, cervical, cervico-thoracic, extrinsic ocular muscle, lip, lung, mandible, mantle layer, maxilla, mesenchyme, metanephros, metatarsus, midgut, nasal septum, nucleus pulposus, orbito-sphenoid, palatal shelf, phalanx, pharyngo-tympanic tube, rib, skeletal muscle, stomach, temporal bone, thoracic, turbinate bones, ureter, urethra, vibrissa;BrainSpMouseDev|74232	OMIM|112263
LHX6	LHX6	1.9923E+00	0	Transcription factor	BrainSpLMD|26468;BrainSpMouseDev|16645	OMIM|608215
MAGI2	MAGI2	1.7590E+00	0	Unclassified	BrainSpLMD|9863	OMIM|606382
NRXN3	NRXN3	1.7104E+00	0	Adhesion molecule	BrainSpLMD|9369;Eurexp|euxassay_009777|bladder, collecting ducts, inner ear, mantle layer, marginal layer, neural retina, vibrissa	SFARI||Autism, 3 - Suggestive evidence;OMIM|600567
CADPS	CADPS	1.6797E+00	0	Membrane transport protein	BrainSpLMD|8618;Eurexp|euxassay_006311|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, lateral wall, mantle layer, meninges, neural retina, olfactory, thoracic, trigeminal V, vagus X, ventricular layer, vestibulocochlear VIII	OMIM|604667
GAD1	GAD1	1.6649E+00	0	Enzyme: Decarboxylase	BrainSpLMD|2571;Eurexp|euxassay_005634|cerebral cortex, corpus striatum, hindbrain, incisor, mantle layer, marginal layer, molar, olfactory lobe, oral region, spinal cord, telencephalon;BrainSpMouseDev|14191	SFARI||Autism, 5 - Hypothesized but untested;OMIM|605363;HPO|2571|Autosomal recessive inheritance, Babinski sign, Cerebral palsy, Flexion contracture, Global developmental delay, Heterogeneous, Hyperreflexia, Infantile onset, Intellectual disability, Microcephaly, Scoliosis, Seizures, Spastic diplegia, Spastic tetraplegia
WI2.1896O14.1	WI2.1896O14.1	1.6527E+00	0			
RP11.588P7.1	RP11.588P7.1	1.5772E+00	0			
PDZRN4	PDZRN4	1.5659E+00	0	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
GRIA1	GRIA1	1.4374E+00	0	Extracellular ligand gated channel	BrainSpLMD|2890;Eurexp|euxassay_018233|mantle layer, neural retina, palatal shelf, saccule;BrainSpMouseDev|14575	SFARI||Autism, 2 - Strong candidate;OMIM|138248
ST8SIA5	ST8SIA5	1.3964E+00	0	Enzyme: Sialyltransferase	BrainSpLMD|29906	OMIM|607162
PDE4DIP	PDE4DIP	1.3324E+00	0	Transport/cargo protein	BrainSpLMD|9659;Eurexp|euxassay_015920|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vestibulocochlear VIII	OMIM|608117;COSMIC||MPN
RUNX1T1	RUNX1T1	1.2426E+00	0	Transcription regulatory protein	BrainSpLMD|862;Eurexp|euxassay_016597|dorsal grey horn, mantle layer;BrainSpMouseDev|12180	OMIM|133435;COSMIC||AML
PLS3	PLS3	1.1151E+00	0	Structural protein	BrainSpLMD|5358	OMIM|300131;HPO|5358|Osteopenia, Osteoporosis, Vertebral compression fractures, X-linked dominant inheritance
SOX2.OT	SOX2.OT	1.1039E+00	0			
DCX	DCX	1.0648E+00	0	Cytoskeletal associated protein	BrainSpLMD|1641;Eurexp|euxassay_018537|brain, capsule, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, midgut, neural retina, olfactory, rest of mesenchyme, skeletal muscle, spinal cord, stomach, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|12973	SFARI||Autism, No category;OMIM|300121;HPO|1641|Agenesis of corpus callosum, Ataxia, Death in infancy, Dysarthria, Feeding difficulties, Hypertonia, Incomplete penetrance, Infantile onset, Intellectual disability, Intellectual disability, severe, Lissencephaly, Micropenis, Motor delay, Muscular hypotonia, Muscular hypotonia of the trunk, Nystagmus, Pachygyria, Postnatal growth retardation, Seizures, X-linked inheritance
DLX2	DLX2	1.0184E+00	0	Transcription factor	BrainSpLMD|1746;BrainSpMouseDev|13171	SFARI||Autism, 4 - Minimal evidence;OMIM|126255
DLX6.AS1	DLX6.AS1	9.6379E-01	0			
FAM65B	FAM65B	9.6029E-01	0			
