id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
EOMES	EOMES	3.1184E+00	0	Transcription factor	BrainSpLMD|8320;BrainSpMouseDev|13591	OMIM|604615
NEUROD4	NEUROD4	2.7207E+00	1.11E-16	Transcription factor	BrainSpLMD|58158;Eurexp|euxassay_019457|intermediate grey horn, lung, neural retina, pineal primordium, pituitary, ventricular layer;BrainSpMouseDev|11709	OMIM|611635
NEUROG1	NEUROG1	2.3449E+00	1.78E-15	Transcription regulatory protein	BrainSpLMD|4762;Eurexp|euxassay_006581|olfactory, roof plate, ventricular layer;BrainSpMouseDev|17781	OMIM|601726
PRDX1	PRDX1	1.3984E+00	8.77E-15	Enzyme: Peroxidase	BrainSpLMD|5052	OMIM|176763
SSTR2	SSTR2	1.7736E+00	4.69E-14	G protein coupled receptor	BrainSpLMD|6752;BrainSpMouseDev|20368	OMIM|182452
TFAP2C	TFAP2C	1.5476E+00	9.60E-14	Transcription factor	BrainSpLMD|7022;BrainSpMouseDev|21181	OMIM|601602
PAX6	PAX6	1.0328E+00	9.89E-14	Transcription factor	BrainSpLMD|5080;BrainSpMouseDev|18274	SFARI||Autism, No category;OMIM|607108;HPO|5080|Abnormal best corrected visual acuity test, Abnormality of movement, Abnormality of retinal pigmentation, Abnormality of the optic disc, Abnormality of the vagina, Abnormality of vision, Amblyopia, Aniridia, Aplasia/Hypoplasia of the iris, Aplasia/Hypoplasia of the macula, Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cataract, Cerebellar hypoplasia, Chorioretinal coloboma, Congenital glaucoma, Congenital nystagmus, Contiguous gene syndrome, Corneal opacity, Cryptorchidism, Displacement of the external urethral meatus, EEG abnormality, Everted lower lip vermilion, Generalized hyperpigmentation, Glaucoma, Global developmental delay, Hearing abnormality, Hypoplasia of the corpus callosum, Hypoplasia of the fovea, Hypoplasia of the iris, Hypospadias, Intellectual disability, Keratitis, Mask-like facies, Microcephaly, Micrognathia, Motor delay, Muscular hypotonia, Nephroblastoma, Nystagmus, Opacification of the corneal stroma, Optic atrophy, Optic disc hypoplasia, Optic nerve aplasia, Optic nerve coloboma, Optic nerve hypoplasia, Peripheral vitreous opacities, Peters anomaly, Postural tremor, Presenile cataracts, Pseudopapilledema, Ptosis, Reduced visual acuity, Retinal detachment, Scanning speech, Short stature, Slurred speech, Somatic mutation, Strabismus, Streak ovary, Visual impairment, Visual loss
TMEM158	TMEM158	1.6596E+00	7.03E-13	Unclassified	BrainSpLMD|25907	
HNRNPA1	HNRNPA1	8.0856E-01	7.84E-13	RNA binding protein	BrainSpLMD|3178	OMIM|164017;HPO|3178|Abnormality of the abdominal musculature, Amyotrophic lateral sclerosis, Anxiety, Autosomal dominant inheritance, Depressivity, Dyspnea, Elevated alkaline phosphatase, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Limb-girdle muscular dystrophy, Mildly elevated creatine phosphokinase, Muscle cramps, Muscle fiber inclusion bodies, Muscular dystrophy, Myopathy, Neurodegeneration, Pain, Paralysis, Proximal muscle weakness, Respiratory failure, Rimmed vacuoles, Skeletal muscle atrophy, Spasticity, Xerostomia
NHLH1	NHLH1	2.6116E+00	2.98E-12	Transcription factor	BrainSpLMD|4807;Eurexp|euxassay_003709|dorsal root ganglion, glossopharyngeal IX, marginal layer, meninges, neural retina, olfactory, stroma, trigeminal V, ventricular layer;BrainSpMouseDev|17838	OMIM|162360
HES6	HES6	1.6810E+00	6.76E-12	Transcription regulatory protein	BrainSpLMD|55502;Eurexp|euxassay_018314|head mesenchyme, marginal layer, mesenchyme, molar, neural retina, olfactory, respiratory, retina, skeletal muscle, thymus primordium, trachea, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|35214	OMIM|610331
PPP1R17	PPP1R17	2.5064E+00	9.13E-12	Unclassified	BrainSpLMD|10842;Eurexp|euxassay_003055|cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, neural retina, stroma, thoracic, trigeminal V, vestibulocochlear VIII	OMIM|604088
ZEB1	ZEB1	1.2479E+00	1.20E-11	Transcription factor	BrainSpLMD|6935;Eurexp|euxassay_015398|central nervous system, meninges, vertebral axis muscle system;BrainSpMouseDev|21178	OMIM|189909;COSMIC||CCRCC, melanoma;HPO|6935|Autosomal dominant inheritance, Corneal dystrophy, Corneal guttata
HNRNPA1P48	HNRNPA1P48	9.0618E-01	9.72E-11			
KIF26B	KIF26B	2.0662E+00	1.02E-10	Unclassified	BrainSpLMD|55083;Eurexp|euxassay_016415|dorsal root ganglion, extrinsic ocular muscle, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, mantle layer, metanephros, nasal septum, penis, trigeminal V, ventral grey horn	OMIM|614026
IGFBPL1	IGFBPL1	2.4696E+00	1.17E-10	Unclassified		OMIM|610413
CRHR2	CRHR2	3.1266E+00	4.72E-10	G protein coupled receptor	BrainSpLMD|1395;BrainSpMouseDev|12705	SFARI||Autism, 5 - Hypothesized but untested;OMIM|602034
CTD.2270N23.1	CTD.2270N23.1	1.3394E+00	5.12E-10			
MFNG	MFNG	3.0119E+00	7.21E-10	Enzyme: Glucosaminyltransferase	BrainSpLMD|4242;Eurexp|euxassay_018043|bladder, hindgut, lung, metanephros, midgut, neural retina, oesophagus, olfactory, pituitary, stomach, thymus primordium, ventricular layer, vomeronasal organ	OMIM|602577
MT.RNR2	MT.RNR2	5.5720E-01	1.14E-09			
ELAVL4	ELAVL4	9.9810E-01	1.26E-09	RNA binding protein	BrainSpLMD|1996	OMIM|168360
MT.CO2	MT.CO2	3.4347E-01	4.22E-09			
MARCKS	MARCKS	4.0671E-01	8.66E-09	Cytoskeletal protein	BrainSpLMD|4082	OMIM|177061
INSM1	INSM1	1.6806E+00	1.11E-08	Transcription factor	BrainSpLMD|3642;Eurexp|euxassay_019598|adrenal gland, mantle layer, marginal layer, neural retina, olfactory, pancreas, ventricular layer, vomeronasal organ;BrainSpMouseDev|32944	OMIM|600010
DLL1	DLL1	1.3079E+00	1.26E-08	Calcium binding protein	BrainSpLMD|28514;Eurexp|euxassay_014876|anterior, calyces, diaphragm, extrinsic, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, intrinsic, marginal layer, midgut, olfactory, olfactory lobe, paraxial mesenchyme, rectum, rest of mesenchyme, retina, stomach, ventricular layer, vertebral axis muscle system, vibrissa;BrainSpMouseDev|13167	OMIM|606582
MYO10	MYO10	1.2504E+00	1.35E-08	Motor protein	BrainSpLMD|4651;Eurexp|euxassay_009373|mantle layer, marginal layer, thymus primordium, trigeminal V, ventricular layer	OMIM|601481
CCND2	CCND2	9.6212E-01	1.87E-08	Cell cycle control protein	BrainSpLMD|894	OMIM|123833;COSMIC||NHL, CLL;HPO|894|Abnormal localization of kidney, Abnormal nasal morphology, Autosomal dominant inheritance, Congenital onset, Depressed nasal bridge, Global developmental delay, High forehead, Hydrocephalus, Hypertelorism, Macrocephaly, Megalencephaly, Mitral regurgitation, Narrow mouth, Polymicrogyria, Postaxial hand polydactyly, Prominent forehead, Seizures, Telecanthus, Ventricular septal defect, Ventriculomegaly
HNRNPA1P10	HNRNPA1P10	6.4044E-01	1.99E-08			
RPL10	RPL10	5.0429E-01	2.89E-08	Ribosomal subunit	BrainSpLMD|6134;Eurexp|euxassay_015677|embryo	SFARI||Autism, 4 - Minimal evidence;OMIM|312173;COSMIC||T-ALL;HPO|6134|Abnormal facial shape, Ankle contracture, Branchial cyst, Camptodactyly, Cryptorchidism, Dental crowding, Finger syndactyly, Gastroesophageal reflux, Hypospadias, Knee flexion contracture, Laryngomalacia, Mandibular prognathia, Microcephaly, Muscular hypotonia, Protruding ear, Pulmonary artery stenosis, Recurrent infections, Sacral lipoma, Seizures, Self-injurious behavior, Sensorineural hearing impairment, Severe postnatal growth retardation, Single transverse palmar crease, Tapered finger, Thin upper lip vermilion
CORO1C	CORO1C	1.0595E+00	4.34E-08	Cytoskeletal associated protein	BrainSpLMD|23603	OMIM|605269
HEG1	HEG1	2.0743E+00	4.82E-08	Calcium binding protein	BrainSpLMD|57493;Eurexp|euxassay_005510|ventricular layer	OMIM|614182
MFAP2	MFAP2	1.4870E+00	5.55E-08	Extracellular matrix protein	BrainSpLMD|4237;Eurexp|euxassay_002967|skeleton	OMIM|156790
ZFHX4	ZFHX4	7.7981E-01	5.65E-08	Transcription factor	BrainSpLMD|79776;Eurexp|euxassay_005820|epidermis, mantle layer, nasal septum, urethra;BrainSpMouseDev|56662	OMIM|606940;HPO|79776|Autosomal dominant inheritance, Congenital ptosis
EZR	EZR	7.2084E-01	8.14E-08	Anchor protein	BrainSpLMD|7430;Eurexp|euxassay_018306|axial skeleton, calyces, choroid plexus, cochlea, dorsal root ganglion, epidermis, epithelium, fundus region, hindgut, incisor, larynx, lens, lobe, lung, marginal layer, midgut, molar, oesophagus, oral epithelium, pelvis, penis, pharyngo-tympanic tube, pituitary, rectum, renal/urinary system, rib, saccule, stomach, sublingual gland primordium, submandibular gland primordium, thymus primordium, thyroid, trachea, urethra, ventricle, ventricular layer, vibrissa	OMIM|123900;COSMIC||NSCLC
SCRN1	SCRN1	1.2535E+00	1.09E-07	Protease	BrainSpLMD|9805;Eurexp|euxassay_012592|cervical, cervico-thoracic, dorsal root ganglion, facial VII, floor plate, floorplate, glossopharyngeal IX, mantle layer, marginal layer, neural retina, olfactory, penis, thoracic, trigeminal V, vagus X, ventral grey horn, ventricular layer, vestibulocochlear VIII	OMIM|614965
MT.ND4	MT.ND4	3.2683E-01	1.21E-07			
MT.CO3	MT.CO3	3.1666E-01	1.25E-07			
PGRMC2	PGRMC2	5.8917E-01	1.45E-07	Integral membrane protein	BrainSpLMD|10424;Eurexp|euxassay_007705|facial VII, mantle layer, pharyngo-tympanic tube, submandibular gland primordium, trigeminal V, vagus X;BrainSpMouseDev|46645	OMIM|607735
CSNK1A1	CSNK1A1	2.6608E-01	1.61E-07	Serine/threonine kinase	BrainSpLMD|1452;BrainSpMouseDev|60339	OMIM|600505
C1orf61	C1orf61	3.7294E-01	1.91E-07	Transcription regulatory protein	BrainSpLMD|10485	
MDK	MDK	1.1429E+00	2.39E-07	Cytokine	BrainSpLMD|4192;Eurexp|euxassay_000525|anal region, gut, head mesenchyme, lung, mesenchyme, metanephros, penis, physiological umbilical hernia, spleen primordium, trunk mesenchyme, ventricular layer	OMIM|162096
SEZ6L	SEZ6L	1.5709E+00	2.84E-07	Integral membrane protein	BrainSpLMD|23544;Eurexp|euxassay_009459|brain, neural retina, spinal cord	OMIM|607021
NNAT	NNAT	1.1327E+00	3.47E-07	Regulatory/other subunit	BrainSpLMD|4826;Eurexp|euxassay_007364|brain, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, glossopharyngeal IX, left lung, mesenchyme, mesothelium, midgut, neural retina, oesophagus, olfactory, paraxial mesenchyme, pericardial cavity, peritoneal cavity, right lung, skeletal muscle, spinal cord, stomach, thoracic, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|17878	OMIM|603106
RPSA	RPSA	5.5602E-01	8.65E-07	Cell surface receptor;Ribosomal subunit	BrainSpLMD|3921	OMIM|150370;HPO|3921|Abnormality of abdomen morphology, Abnormality of metabolism/homeostasis, Asplenia, Autosomal dominant inheritance, Autosomal recessive inheritance, Infantile onset
SNCAIP	SNCAIP	1.6241E+00	8.72E-07	Unclassified	BrainSpLMD|9627	OMIM|603779;HPO|9627|Bradykinesia, Constipation, Dementia, Depressivity, Dysarthria, Dysphagia, Dystonia, Insidious onset, Lewy bodies, Mask-like facies, Neuronal loss in central nervous system, Parkinsonism, Personality changes, Postural instability, Progressive, Resting tremor, Rigidity, Short stepped shuffling gait, Sleep disturbance, Sporadic, Substantia nigra gliosis, Urinary urgency, Weak voice
ELAVL2	ELAVL2	6.2065E-01	9.50E-07	RNA binding protein	BrainSpLMD|1993;Eurexp|euxassay_005246|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, oesophagus, olfactory, pharynx, respiratory, retina, spinal cord, stomach, testis, thoracic, tongue, trigeminal V, vagus X, vestibulocochlear VIII	SFARI||Autism, 4 - Minimal evidence;OMIM|601673
TMX1	TMX1	1.0171E+00	9.92E-07	Enzyme: Oxidoreductase	BrainSpLMD|81542	OMIM|610527
BTG2	BTG2	1.4075E+00	1.04E-06	Cell cycle control protein	BrainSpLMD|7832;Eurexp|euxassay_000263|alar plate, diencephalon, epithelium, hindbrain, liver, lung, metencephalon, midbrain, neural retina, oesophagus, oral epithelium, spinal cord, stomach, telencephalon, ventricular layer	OMIM|601597
MT.CO1	MT.CO1	6.0555E-01	1.13E-06			
GPR56	GPR56	9.9802E-01	1.30E-06			
